fullType: Base.Belly_Turtleneck, basePrice: 257, tag: CLOTHING_NORMAL
fullType: Base.Hat_Gentex_Helmet, basePrice: 355, tag: CLOTHING_NORMAL
fullType: Base.Hat_SurgicalCap_Blue, basePrice: 158, tag: CLOTHING_NORMAL
fullType: Base.45Clip32, basePrice: 4947, tag: COSMETIC
fullType: Base.PieWholeRawSweet, basePrice: 193, tag: FOOD
fullType: Base.CuttingBoardPlastic, basePrice: 1627, tag: COSMETIC
fullType: Base.BookForaging4, basePrice: 2741, tag: EXP
fullType: Base.FertilizerEmpty, basePrice: 3619, tag: COSMETIC
fullType: Base.BookForaging5, basePrice: 1877, tag: EXP
fullType: Base.Stairs, basePrice: 1210, tag: COSMETIC
fullType: Base.1000Tank3, basePrice: 9239, tag: COSMETIC
fullType: Base.BookForaging1, basePrice: 6547, tag: EXP
fullType: Base.DriedChickpeas, basePrice: 117, tag: FOOD
fullType: Base.BookForaging2, basePrice: 3602, tag: EXP
fullType: Base.AerosolbombTriggered, basePrice: 2093, tag: GUN
fullType: Base.1000Tank1, basePrice: 8732, tag: COSMETIC
fullType: Base.BookForaging3, basePrice: 3030, tag: EXP
fullType: Base.1000Tank2, basePrice: 205, tag: COSMETIC
fullType: Base.Mov_AntiqueStove, basePrice: 9614, tag: COSMETIC
fullType: Base.Hat_SPHhelmet, basePrice: 222, tag: CLOTHING_NORMAL
fullType: Base.LongJohns, basePrice: 123, tag: CLOTHING_NORMAL
fullType: Base.BF_EgenerexLite, basePrice: 327, tag: TOOL
fullType: Base.GranolaBar, basePrice: 149, tag: FOOD
fullType: Base.RicePan, basePrice: 169, tag: FOOD
fullType: Base.EngineParts, basePrice: 6392, tag: COSMETIC
fullType: Base.CarBattery3, basePrice: 1302, tag: TOOL
fullType: Base.Mov_YellowModernChair, basePrice: 1027, tag: COSMETIC
fullType: Base.SewingKit, basePrice: 1230, tag: CLOTHING_BAG
fullType: Base.CarBattery1, basePrice: 1426, tag: TOOL
fullType: Base.CarBattery2, basePrice: 257, tag: TOOL
fullType: Base.Bowman_Headsets_ON, basePrice: 116, tag: CLOTHING_NORMAL
fullType: Base.DriedKidneyBeans, basePrice: 134, tag: FOOD
fullType: Base.Necklace_Choker_Sapphire, basePrice: 74, tag: CLOTHING_NORMAL
fullType: Base.Hat_ShowerCap, basePrice: 81, tag: CLOTHING_NORMAL
fullType: Base.GamePieceBlack, basePrice: 9801, tag: COSMETIC
fullType: Base.Mov_PosterPieGreen, basePrice: 1076, tag: COSMETIC
fullType: Base.DoughRolled, basePrice: 160, tag: FOOD
fullType: Base.ANA_Hood, basePrice: 166, tag: CLOTHING_NORMAL
fullType: Base.Hammer, basePrice: 2418, tag: GUN
fullType: Base.Cargo_Pants_Rolled, basePrice: 57, tag: CLOTHING_NORMAL
fullType: Base.K1_Bag_Loose, basePrice: 359, tag: CLOTHING_BAG
fullType: Base.BellyButton_StudGold, basePrice: 193, tag: CLOTHING_NORMAL
fullType: Base.Jacket_LeatherIronRodent, basePrice: 389, tag: CLOTHING_NORMAL
fullType: Base.Tshirt_Rock, basePrice: 179, tag: CLOTHING_NORMAL
fullType: Base.Scarf_Mask_Casual, basePrice: 72, tag: CLOTHING_NORMAL
fullType: Base.Shotgun2, basePrice: 309, tag: GUN
fullType: Base.OilOlive, basePrice: 173, tag: FOOD
fullType: Base.Sandbag, basePrice: 738, tag: TOOL
fullType: Base.Pinecone, basePrice: 987, tag: COSMETIC
fullType: Base.45Clip12, basePrice: 1959, tag: COSMETIC
fullType: Base.EggBoiled, basePrice: 106, tag: FOOD
fullType: Base.TrapCage, basePrice: 7223, tag: COSMETIC
fullType: Base.Nurse_Dress, basePrice: 139, tag: CLOTHING_NORMAL
fullType: Base.DeadBird, basePrice: 145, tag: FOOD
fullType: Base.Edamame, basePrice: 147, tag: FOOD
fullType: Base.HiHis, basePrice: 186, tag: FOOD
fullType: Base.HairDyeWhite, basePrice: 1151, tag: TOOL
fullType: Base.Bag_Hazard_Cross, basePrice: 1705, tag: CLOTHING_BAG
fullType: Base.Earring_Dangly_Diamond, basePrice: 241, tag: CLOTHING_NORMAL
fullType: Base.LetterOpener, basePrice: 868, tag: GUN
fullType: Base.Dress_Cardigan_ON, basePrice: 140, tag: CLOTHING_NORMAL
fullType: Base.TrapStick, basePrice: 7603, tag: COSMETIC
fullType: Base.TirePump, basePrice: 8267, tag: COSMETIC
fullType: Base.Tec9, basePrice: 2962, tag: GUN
fullType: Base.Military_Pants_Rolled, basePrice: 82, tag: CLOTHING_NORMAL
fullType: Base.BurritoRecipe, basePrice: 114, tag: FOOD
fullType: Base.Lard, basePrice: 174, tag: FOOD
fullType: Base.Shirt_Priest, basePrice: 291, tag: CLOTHING_NORMAL
fullType: Base.ChessBlack, basePrice: 9784, tag: COSMETIC
fullType: Base.Paperbag_Jays, basePrice: 1014, tag: CLOTHING_BAG
fullType: Base.Revolver_Short, basePrice: 4437, tag: GUN
fullType: Base.Hunter_Knee, basePrice: 96, tag: CLOTHING_NORMAL
fullType: Base.Bra_Straps_FrillyPink, basePrice: 122, tag: CLOTHING_NORMAL
fullType: Base.SackProduce_Corn, basePrice: 197, tag: FOOD
fullType: Base.Rig_ELA_Loose, basePrice: 349, tag: CLOTHING_BAG
fullType: Base.MuffinTray, basePrice: 8842, tag: COSMETIC
fullType: Base.Mov_MetalStool, basePrice: 605, tag: COSMETIC
fullType: Base.BeefJerky, basePrice: 157, tag: FOOD
fullType: Base.DeadSquirrel, basePrice: 128, tag: FOOD
fullType: Base.Suit_Fisher, basePrice: 370, tag: CLOTHING_NORMAL
fullType: Base.CakeBlackForest, basePrice: 137, tag: FOOD
fullType: Base.ShotgunShells, basePrice: 5978, tag: COSMETIC
fullType: Base.Wolf_Helmet, basePrice: 59, tag: CLOTHING_NORMAL
fullType: Base.WristWatch_Right_ClassicBrown, basePrice: 350, tag: TOOL
fullType: Base.Shirt_FormalWhite_ShortSleeve, basePrice: 280, tag: CLOTHING_NORMAL
fullType: Base.Bag_Sniper_Suit, basePrice: 155, tag: CLOTHING_NORMAL
fullType: Base.Straw, basePrice: 3233, tag: COSMETIC
fullType: Base.Worn_Beanie, basePrice: 253, tag: CLOTHING_NORMAL
fullType: Base.DishCloth, basePrice: 1344, tag: TOOL
fullType: Base.Wallet2, basePrice: 5877, tag: COSMETIC
fullType: Base.Wallet3, basePrice: 3356, tag: COSMETIC
fullType: Base.Wallet4, basePrice: 6223, tag: COSMETIC
fullType: Base.Metro_IDA_ON, basePrice: 268, tag: CLOTHING_NORMAL
fullType: Base.Skirt_Knees, basePrice: 118, tag: CLOTHING_NORMAL
fullType: Base.DeadMouse, basePrice: 107, tag: FOOD
fullType: Base.Gorka5_Jacket, basePrice: 388, tag: CLOTHING_NORMAL
fullType: Base.PaintCyan, basePrice: 1294, tag: TOOL
fullType: Base.Hat_FastFood_Spiffo, basePrice: 127, tag: CLOTHING_NORMAL
fullType: Base.FullKettle, basePrice: 1454, tag: TOOL
fullType: Base.Katana, basePrice: 2447, tag: GUN
fullType: Base.School_Cardigan_ON, basePrice: 153, tag: CLOTHING_NORMAL
fullType: Base.Hat_Fedora_Delmonte, basePrice: 164, tag: CLOTHING_NORMAL
fullType: Base.BarrelGreyCarry, basePrice: 2779, tag: COSMETIC
fullType: Base.SackProduce_Leek, basePrice: 159, tag: FOOD
fullType: Base.9mmBulletsMold, basePrice: 568, tag: COSMETIC
fullType: Base.Scarf_Mask_Camo_ON, basePrice: 267, tag: CLOTHING_NORMAL
fullType: Base.Hat_Spiffo, basePrice: 224, tag: CLOTHING_NORMAL
fullType: Base.ELA_Goggles, basePrice: 116, tag: CLOTHING_NORMAL
fullType: Base.BakingTray_Muffin_Recipe, basePrice: 126, tag: FOOD
fullType: Base.Hat_MCU_GasMask, basePrice: 162, tag: CLOTHING_NORMAL
fullType: Base.Casual_Stocking_Mismatch, basePrice: 184, tag: CLOTHING_NORMAL
fullType: Base.Fire_Visor, basePrice: 50, tag: CLOTHING_NORMAL
fullType: Base.Shorts_LongDenim, basePrice: 58, tag: CLOTHING_NORMAL
fullType: Base.Briefcase, basePrice: 1623, tag: CLOTHING_BAG
fullType: Base.S_Tank_Top, basePrice: 192, tag: CLOTHING_NORMAL
fullType: Base.Sheriff_Bag, basePrice: 286, tag: CLOTHING_BAG
fullType: Base.Hairspray, basePrice: 2681, tag: COSMETIC
fullType: Base.Sponge, basePrice: 8747, tag: COSMETIC
fullType: Base.Rose_Cap_Back, basePrice: 347, tag: CLOTHING_NORMAL
fullType: Base.GuitarAcoustic, basePrice: 2383, tag: GUN
fullType: Base.Hat_JokeKnife, basePrice: 379, tag: CLOTHING_NORMAL
fullType: Base.Glove_Mechanix, basePrice: 124, tag: CLOTHING_NORMAL
fullType: Base.PorkChop, basePrice: 167, tag: FOOD
fullType: Base.WristWatch_Right_ClassicBlack, basePrice: 1375, tag: TOOL
fullType: Base.ATARoofLightItem, basePrice: 3696, tag: COSMETIC
fullType: Base.223BulletsMold, basePrice: 8522, tag: COSMETIC
fullType: Base.Mov_FlagAdmin, basePrice: 8319, tag: COSMETIC
fullType: Base.Mov_PosterMedical, basePrice: 3889, tag: COSMETIC
fullType: Base.Sweater_Stocking_Below, basePrice: 224, tag: CLOTHING_NORMAL
fullType: Base.Torch, basePrice: 314, tag: TOOL
fullType: Base.Saucepan, basePrice: 1215, tag: GUN
fullType: Base.Bricktoys, basePrice: 9491, tag: COSMETIC
fullType: Base.CannedCarrots, basePrice: 196, tag: FOOD
fullType: Base.TennisRacket, basePrice: 1419, tag: GUN
fullType: Base.Tie_Full, basePrice: 386, tag: CLOTHING_NORMAL
fullType: Base.OldCarMuffler2, basePrice: 2829, tag: COSMETIC
fullType: Base.WristWatch_Left_DigitalBlack, basePrice: 1443, tag: TOOL
fullType: Base.PetrolBleachBottle, basePrice: 1192, tag: TOOL
fullType: Base.OldCarMuffler3, basePrice: 8544, tag: COSMETIC
fullType: Base.CandyCorn, basePrice: 195, tag: FOOD
fullType: Base.OldCarMuffler1, basePrice: 4562, tag: COSMETIC
fullType: Base.Trumpet, basePrice: 1386, tag: GUN
fullType: Base.ATA300Trunk, basePrice: 5626, tag: COSMETIC
fullType: Base.PetrolCan, basePrice: 857, tag: TOOL
fullType: Base.UmbrellaWhite, basePrice: 1819, tag: COSMETIC
fullType: Base.Shotgun_Rig, basePrice: 1140, tag: CLOTHING_BAG
fullType: Base.Apron_WhiteTEXTURE, basePrice: 318, tag: CLOTHING_NORMAL
fullType: Base.Mov_RedWoodenChair, basePrice: 7874, tag: COSMETIC
fullType: Base.Armor_Defender, basePrice: 1848, tag: CLOTHING_MILITARY
fullType: Base.Metro_Gasmask, basePrice: 148, tag: CLOTHING_NORMAL
fullType: Base.Corset_Black, basePrice: 53, tag: CLOTHING_NORMAL
fullType: Base.RicePaper, basePrice: 129, tag: FOOD
fullType: Base.AxeStone, basePrice: 4352, tag: GUN
fullType: Base.Earring_LoopMed_Gold, basePrice: 376, tag: CLOTHING_NORMAL
fullType: Base.brokenglass_1_3, basePrice: 6118, tag: COSMETIC
fullType: Base.WaterMug, basePrice: 1280, tag: TOOL
fullType: Base.brokenglass_1_2, basePrice: 8137, tag: COSMETIC
fullType: Base.Hat_M50, basePrice: 361, tag: CLOTHING_NORMAL
fullType: Base.Glove_Fisher, basePrice: 129, tag: CLOTHING_NORMAL
fullType: Base.SET_ARM_PAD, basePrice: 320, tag: CLOTHING_NORMAL
fullType: Base.Rabbit_Suit_Purple, basePrice: 66, tag: CLOTHING_NORMAL
fullType: Base.brokenglass_1_1, basePrice: 4750, tag: COSMETIC
fullType: Base.brokenglass_1_0, basePrice: 4735, tag: COSMETIC
fullType: Base.EOD_Shield, basePrice: 264, tag: CLOTHING_NORMAL
fullType: Base.WristWatch_Left_ClassicGold, basePrice: 653, tag: TOOL
fullType: Base.Flightcase, basePrice: 339, tag: CLOTHING_BAG
fullType: Base.WoodenLance, basePrice: 3755, tag: GUN
fullType: Base.Hat_PSGT_Visor_UP, basePrice: 387, tag: CLOTHING_NORMAL
fullType: Base.Mov_MobileBloodbag, basePrice: 1808, tag: COSMETIC
fullType: Base.WristWatch_Right_DigitalDress, basePrice: 644, tag: TOOL
fullType: Base.RedPen, basePrice: 1230, tag: GUN
fullType: Base.Mov_MirrorWood, basePrice: 5705, tag: COSMETIC
fullType: Base.GloveBox1, basePrice: 3089, tag: COSMETIC
fullType: Base.Bullets38Box, basePrice: 7583, tag: COSMETIC
fullType: Base.Boots_James, basePrice: 267, tag: CLOTHING_NORMAL
fullType: Base.Hat_BaseballCap, basePrice: 387, tag: CLOTHING_NORMAL
fullType: Base.Doll, basePrice: 527, tag: COSMETIC
fullType: Base.PieWholeRaw, basePrice: 112, tag: FOOD
fullType: Base.DogChew, basePrice: 4326, tag: COSMETIC
fullType: Base.x8Scope, basePrice: 742, tag: GUN_PART
fullType: Base.ChickenFried, basePrice: 196, tag: FOOD
fullType: Base.BrokenFishingNet, basePrice: 1010, tag: COSMETIC
fullType: Base.Shovel, basePrice: 4741, tag: GUN
fullType: Base.Catfish, basePrice: 186, tag: FOOD
fullType: Base.ColdDrinkSpiffo, basePrice: 153, tag: FOOD
fullType: Base.Boxers_Hearts, basePrice: 229, tag: CLOTHING_NORMAL
fullType: Base.Skirts_Side, basePrice: 87, tag: CLOTHING_NORMAL
fullType: Base.Office_Sweater_Long, basePrice: 91, tag: CLOTHING_NORMAL
fullType: Base.Shell_Thigh_Bandolier, basePrice: 162, tag: CLOTHING_NORMAL
fullType: Base.762Clip, basePrice: 6527, tag: COSMETIC
fullType: Base.Hat_PVS15_ON, basePrice: 269, tag: CLOTHING_NORMAL
fullType: Base.Cropped_Sweater, basePrice: 90, tag: CLOTHING_NORMAL
fullType: Base.Hat_Police, basePrice: 148, tag: CLOTHING_NORMAL
fullType: Base.CocoaPowder, basePrice: 108, tag: FOOD
fullType: Base.Bag_ST53_Set, basePrice: 655, tag: CLOTHING_BAG
fullType: Base.Check_Shirts, basePrice: 280, tag: CLOTHING_NORMAL
fullType: Base.Tshirt_Gas2Go, basePrice: 86, tag: CLOTHING_NORMAL
fullType: Base.Jeans_Slim, basePrice: 282, tag: CLOTHING_NORMAL
fullType: Base.Radio, basePrice: 1563, tag: COSMETIC
fullType: Base.Pencil, basePrice: 3438, tag: GUN
fullType: Base.ColdDrinkWhite, basePrice: 179, tag: FOOD
fullType: Base.Trousers_CamoUrban, basePrice: 223, tag: CLOTHING_NORMAL
fullType: Base.Comtac_Headsets_ON, basePrice: 398, tag: CLOTHING_NORMAL
fullType: Base.GummyWorms, basePrice: 175, tag: FOOD
fullType: Base.PaintbucketEmpty, basePrice: 2689, tag: COSMETIC
fullType: Base.CookieChocolateChipDough, basePrice: 158, tag: FOOD
fullType: Base.DriedSplitPeas, basePrice: 163, tag: FOOD
fullType: Base.HuntingRifle, basePrice: 4781, tag: GUN
fullType: Base.Skirt_Office, basePrice: 195, tag: CLOTHING_NORMAL
fullType: Base.GloveBox2, basePrice: 7758, tag: COSMETIC
fullType: Base.SackPotatoes, basePrice: 1938, tag: CLOTHING_BAG
fullType: Base.GloveBox3, basePrice: 6616, tag: COSMETIC
fullType: Base.MugWhite, basePrice: 4077, tag: COSMETIC
fullType: Base.BucketEmpty, basePrice: 5667, tag: COSMETIC
fullType: Base.Paperclip, basePrice: 4641, tag: COSMETIC
fullType: Base.SwimTrunks_Yellow, basePrice: 215, tag: CLOTHING_NORMAL
fullType: Base.TinCanEmpty, basePrice: 8638, tag: COSMETIC
fullType: Base.Hat_NV18_Harness_OFF, basePrice: 173, tag: CLOTHING_NORMAL
fullType: Base.Boxers_White, basePrice: 286, tag: CLOTHING_NORMAL
fullType: Base.Oysters, basePrice: 128, tag: FOOD
fullType: Base.1916_Helmet_Visor, basePrice: 152, tag: CLOTHING_NORMAL
fullType: Base.Soap, basePrice: 4282, tag: COSMETIC
fullType: Base.Bag_InmateEscapedBag, basePrice: 676, tag: CLOTHING_BAG
fullType: Base.CannedCarrotsOpen, basePrice: 167, tag: FOOD
fullType: Base.GardenHoe, basePrice: 1267, tag: GUN
fullType: Base.GravyMix, basePrice: 200, tag: TOOL
fullType: Base.Hat_BaseballHelmet_KY, basePrice: 372, tag: CLOTHING_NORMAL
fullType: Base.Man_Check_Shirts, basePrice: 385, tag: CLOTHING_NORMAL
fullType: Base.ChocoCakes, basePrice: 134, tag: FOOD
fullType: Base.Stake, basePrice: 320, tag: GUN
fullType: Base.Taco, basePrice: 168, tag: FOOD
fullType: Base.CannedCornedBeef, basePrice: 162, tag: FOOD
fullType: Base.Maska_1_Helmet, basePrice: 70, tag: CLOTHING_NORMAL
fullType: Base.Hot_Pants_High, basePrice: 380, tag: CLOTHING_NORMAL
fullType: Base.Mov_SodaMachine, basePrice: 8407, tag: COSMETIC
fullType: Base.Chempak_BRN, basePrice: 341, tag: CLOTHING_NORMAL
fullType: Base.Vest_BulletArmy, basePrice: 3290, tag: CLOTHING_MILITARY
fullType: Base.Tshirt_CamoDesert, basePrice: 349, tag: CLOTHING_NORMAL
fullType: Base.Check_Pants_Rolled, basePrice: 87, tag: CLOTHING_NORMAL
fullType: Base.OnionRings, basePrice: 156, tag: FOOD
fullType: Base.GingerRoot, basePrice: 184, tag: FOOD
fullType: Base.ConcretePowder, basePrice: 5101, tag: COSMETIC
fullType: Base.TinOpener, basePrice: 3009, tag: COSMETIC
fullType: Base.Shorts_CamoGreenLong, basePrice: 81, tag: CLOTHING_NORMAL
fullType: Base.StockingsWhite, basePrice: 158, tag: CLOTHING_NORMAL
fullType: Base.DehydratedMeatStick, basePrice: 100, tag: FOOD
fullType: Base.GnomeCarry, basePrice: 5573, tag: COSMETIC
fullType: Base.K1_Half, basePrice: 102, tag: CLOTHING_NORMAL
fullType: Base.Man_Check_Shirts_ON, basePrice: 178, tag: CLOTHING_NORMAL
fullType: Base.Casual_Stocking_Below, basePrice: 342, tag: CLOTHING_NORMAL
fullType: Base.Mango, basePrice: 123, tag: FOOD
fullType: Base.LogStacks4, basePrice: 6778, tag: COSMETIC
fullType: Base.LogStacks3, basePrice: 7750, tag: COSMETIC
fullType: Base.SackProduce_Peach, basePrice: 183, tag: FOOD
fullType: Base.MakeupFoundation, basePrice: 7859, tag: COSMETIC
fullType: Base.LogStacks2, basePrice: 1825, tag: COSMETIC
fullType: Base.Briefs_SmallTrunks_Blue, basePrice: 375, tag: CLOTHING_NORMAL
fullType: Base.Tshirt_Profession_FiremanRed02, basePrice: 307, tag: CLOTHING_NORMAL
fullType: Base.Metro_IDA, basePrice: 79, tag: CLOTHING_NORMAL
fullType: Base.AlcoholedCottonBalls, basePrice: 1233, tag: TOOL
fullType: Base.Skirts_SC, basePrice: 171, tag: CLOTHING_NORMAL
fullType: Base.Apron_PizzaWhirled, basePrice: 294, tag: CLOTHING_NORMAL
fullType: Base.Ring_Right_RingFinger_GoldDiamond, basePrice: 339, tag: CLOTHING_NORMAL
fullType: Base.Hat_Rabbit_Purple, basePrice: 126, tag: CLOTHING_NORMAL
fullType: Base.Basil, basePrice: 167, tag: FOOD
fullType: Base.Pencil_Skirts, basePrice: 136, tag: CLOTHING_NORMAL
fullType: Base.Jacket_Bomber, basePrice: 204, tag: CLOTHING_NORMAL
fullType: Base.Poolcue, basePrice: 1337, tag: GUN
fullType: Base.Bikini_TINT, basePrice: 251, tag: CLOTHING_NORMAL
fullType: Base.Skirt_Mini, basePrice: 176, tag: CLOTHING_NORMAL
fullType: Base.FriedOnionRings, basePrice: 174, tag: FOOD
fullType: Base.Shirt_CropTopNoArmTINT, basePrice: 350, tag: CLOTHING_NORMAL
fullType: Base.Shorts_ShortSport, basePrice: 398, tag: CLOTHING_NORMAL
fullType: Base.Notebook, basePrice: 4955, tag: EXP
fullType: Base.Y_Shirts_Long, basePrice: 318, tag: CLOTHING_NORMAL
fullType: Base.Mov_PaintingGreen, basePrice: 743, tag: COSMETIC
fullType: Base.Pencil_Skirts_Long, basePrice: 321, tag: CLOTHING_NORMAL
fullType: Base.Bandit_Jacket_ON, basePrice: 357, tag: CLOTHING_NORMAL
fullType: Base.SackProduce_Pear, basePrice: 155, tag: FOOD
fullType: Base.RockCandy, basePrice: 157, tag: FOOD
fullType: Base.JamMarmalade, basePrice: 117, tag: FOOD
fullType: Base.Vest_Hunting_CamoGreen, basePrice: 159, tag: CLOTHING_NORMAL
fullType: Base.HolePuncher, basePrice: 2099, tag: COSMETIC
fullType: Base.CannedEggplant, basePrice: 114, tag: FOOD
fullType: Base.Ring_Left_MiddleFinger_GoldRuby, basePrice: 233, tag: CLOTHING_NORMAL
fullType: Base.DoughnutPlain, basePrice: 180, tag: FOOD
fullType: Base.TennisBall, basePrice: 9592, tag: COSMETIC
fullType: Base.Military_Gaiter, basePrice: 59, tag: CLOTHING_NORMAL
fullType: Base.Shirt_Workman, basePrice: 296, tag: CLOTHING_NORMAL
fullType: Base.Hat_FAST_Opscore, basePrice: 100, tag: CLOTHING_NORMAL
fullType: Base.BellyButton_DangleSilverDiamond, basePrice: 146, tag: CLOTHING_NORMAL
fullType: Base.Splint, basePrice: 6202, tag: COSMETIC
fullType: Base.Hat_BunnyEarsBlack, basePrice: 219, tag: CLOTHING_NORMAL
fullType: Base.Chain_Pants, basePrice: 73, tag: CLOTHING_NORMAL
fullType: Base.SHMS_Gasmask, basePrice: 149, tag: CLOTHING_NORMAL
fullType: Base.Bear_Mask, basePrice: 296, tag: CLOTHING_NORMAL
fullType: Base.SackProduce_RedRadish, basePrice: 197, tag: FOOD
fullType: Base.ZSH_Visor, basePrice: 196, tag: CLOTHING_NORMAL
fullType: Base.String, basePrice: 201, tag: COSMETIC
fullType: Base.TacoShell, basePrice: 118, tag: FOOD
fullType: Base.Glasses_X1000_OFF, basePrice: 333, tag: CLOTHING_NORMAL
fullType: Base.Boxers_RedStripes, basePrice: 80, tag: CLOTHING_NORMAL
fullType: Base.Necklace_DogTag, basePrice: 336, tag: CLOTHING_NORMAL
fullType: Base.NecklaceLong_Amber, basePrice: 104, tag: CLOTHING_NORMAL
fullType: Base.DishClothWet, basePrice: 5345, tag: COSMETIC
fullType: Base.Bag_Blackhawk, basePrice: 1944, tag: CLOTHING_BAG
fullType: Base.BeerCan, basePrice: 189, tag: FOOD
fullType: Base.MugSpiffo, basePrice: 8324, tag: COSMETIC
fullType: Base.ToyCar, basePrice: 3181, tag: COSMETIC
fullType: Base.Milk, basePrice: 174, tag: FOOD
fullType: Base.Springroll, basePrice: 178, tag: FOOD
fullType: Base.FishingRodTwineLine, basePrice: 4176, tag: GUN
fullType: Base.TriggerCrafted, basePrice: 7794, tag: COSMETIC
fullType: Base.Radio_Rig_Loose, basePrice: 1287, tag: CLOTHING_BAG
fullType: Base.DryerCarry, basePrice: 864, tag: CLOTHING_BAG
fullType: Base.HotDrinkWhite, basePrice: 186, tag: FOOD
fullType: Base.TransportFreezer, basePrice: 1585, tag: COSMETIC
fullType: Base.WeddingRing_Woman, basePrice: 6512, tag: COSMETIC
fullType: Base.Pancakes, basePrice: 173, tag: FOOD
fullType: Base.SET_ARM_PAD_Loose, basePrice: 85, tag: CLOTHING_NORMAL
fullType: Base.IcecreamMelted, basePrice: 105, tag: FOOD
fullType: Base.Bandana_Mask_Camo, basePrice: 216, tag: CLOTHING_NORMAL
fullType: Base.JacquesBeaver, basePrice: 9960, tag: COSMETIC
fullType: Base.Mov_GardenGnome, basePrice: 4936, tag: COSMETIC
fullType: Base.Newspaper, basePrice: 9016, tag: EXP
fullType: Base.VideoGame, basePrice: 9811, tag: COSMETIC
fullType: Base.Pilot_Sunglass, basePrice: 262, tag: CLOTHING_NORMAL
fullType: Base.DriedBlackBeans, basePrice: 142, tag: FOOD
fullType: Base.Wolf_Jacket, basePrice: 293, tag: CLOTHING_NORMAL
fullType: Base.UnusableWood, basePrice: 3138, tag: COSMETIC
fullType: Base.Vest_BulletPolice, basePrice: 2614, tag: CLOTHING_MILITARY
fullType: Base.Mov_BlueComfyChair, basePrice: 3096, tag: COSMETIC
fullType: Base.DoubleBarrelShotgunSawnoffNoStock, basePrice: 2754, tag: GUN
fullType: Base.CookieJelly, basePrice: 185, tag: FOOD
fullType: Base.CakeRedVelvet, basePrice: 197, tag: FOOD
fullType: Base.WristWatch_Right_DigitalRed, basePrice: 740, tag: TOOL
fullType: Base.1916_Helmet_ON, basePrice: 169, tag: CLOTHING_NORMAL
fullType: Base.Baker_Tent, basePrice: 1985, tag: CLOTHING_BAG
fullType: Base.JacketLong_SantaGreen, basePrice: 345, tag: CLOTHING_NORMAL
fullType: Base.Mov_WallClock, basePrice: 7658, tag: COSMETIC
fullType: Base.Bra_Straps_FrillyRed, basePrice: 304, tag: CLOTHING_NORMAL
fullType: Base.Lined_Tights, basePrice: 185, tag: CLOTHING_NORMAL
fullType: Base.Tie_BowTieFull, basePrice: 52, tag: CLOTHING_NORMAL
fullType: Base.CannedTomato2, basePrice: 146, tag: FOOD
fullType: Base.PMK2_Gasmask, basePrice: 228, tag: CLOTHING_NORMAL
fullType: Base.Beer, basePrice: 171, tag: FOOD
fullType: Base.Hairgel, basePrice: 402, tag: TOOL
